original_id_x;date_created;resource_type;specific_resource_type;specific_type;post_type;stream_type;object_name;object_content;from_id;from_username;name;content;final_sentiment;from_display_picture;media_link;link;bio;reply_to_original_id;reply_to_user_id;retweet_from_original_id;retweet_from_user_id;identifikasi;original_id_y;content_y;link_y
"1,81E+16";12/02/2025 16.07.42;social_media;instagram;comment;talk;account;ipbofficial;1818662133;1516297611;isyemarisca;isyemarisca;Ka klo jalur prestasi kapan dibuka ya;neutral;https://scontent-cgk1-1.cdninstagram.com/v/t51.2885-19/13320186_119520281804277_371827755_a.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-cgk1-1.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2AFp4rkiBPie38BE3kXY0ZIEpzlB6ukHUlPL043GgagssOCdJ_SSiYXNOovdfKLKYsU&_nc_ohc=RvBIiGwzlZkQ7kNvgEoDNzw&_nc_gid=1e41414d225b4e0986ea698f345f2a1c&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYAee3dbXmJvFVac1VtXsAlNZVC91n_jZIcT0CKK-k2yug&oe=67BCC936&_nc_sid=0985b0;;https://instagram.com/p/DFxGjT_yYWo/18124850851410694;;"3,56E+18";;;;no-take-out;"3,56E+18";Live BESTIE Ep 1 - 2025  Kupas Tuntas Jalur Seleksi Nasional Berdasarkan Prestasi (SNBP)   #IPBUniversity #IPBNesian #KampusTerbaik #KampusMerdeka #ayomasukipb;https://instagram.com/p/DFxGjT_yYWo
"7,51E+18";29/05/2025 05.53.34;social_media;tiktok;comment;talk;account;ipbuniversity;"6,89E+18";"6,54E+18";fairyyale_;aLe;ka mandiri vokasi ipb bisa daftar dua duanya ga? daftar yg skor sm yg test online;neutral;;;https://www.tiktok.com/@fairyyale_/video/7509053203921505542;;"7,51E+18";;;;no-take-out;"7,51E+18";"Halo Para Pejuang IPB University! Ada banyak jalur untuk menjadi mahasiswa #KampusTerbaik! Catat tanggal penting Jalur Mandiri IPB University berikut, biar kamu gak kelewatan. Yuk persiapkan diri kamu sebaik-baiknya untuk jadi bagian dari Jatayu Harsakala! #IPBUniversity #IPBNesian #ayomasukipb  #fyp";https://www.tiktok.com/@ipbuniversity/video/7509053203921505542
"1,83E+16";07/02/2025 15.04.28;social_media;instagram;comment;talk;account;ipbofficial;1818662133;38009050116;maharani2527_;maharani2527_;"Ka mau nanya klo daftar SNBP tp linjur resikonya besar g y....?? Misalkan sy mau daftar prodi ekonomi syariah di IPB tp g ada mapel ekonominya itu gmna y....?? Tp sy punya sertifikat ekonomi, MTK, Akuntansi, Geografi, PPKN, sosiologi";neutral;https://scontent-cgk1-2.cdninstagram.com/v/t51.2885-19/455284396_1955902881505367_6396204328192578981_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-cgk1-2.cdninstagram.com&_nc_cat=111&_nc_oc=Q6cZ2AG12liIdPaL_4ODzpQyaTz8cjbncFO280QFeJUP8vhmKuETtlOFhRJQ9BI-s4AJCTo&_nc_ohc=4Ic4qKwoJ7EQ7kNvgGd1UbO&_nc_gid=dcfc5748437e4d949f5e7ca349ac4a61&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYAp2sNMlaGshBHrxjkh7gsNDHt4s657Y189XvOjfFlBqw&oe=67BCE19D&_nc_sid=0985b0;;https://www.instagram.com/p/DFueh7FxNZo/18294217663240694;;"3,56E+18";;;;no-take-out;"3,56E+18";"POV: A birdâ€™s-eye view of IPB University â˜€ï¸  From the skies, the dream looks even better than ever.   #IPBUniversity #IPBNesian #KampusTerbaik #KampusMerdeka";https://www.instagram.com/p/DFueh7FxNZo/
"7,51E+18";29/05/2025 07.42.29;social_media;tiktok;comment;talk;account;ipbuniversity;"6,89E+18";"6,92E+18";perkedelai;padell;ka untuk jalur eligible masih dibuka?;neutral;;;https://www.tiktok.com/@perkedelai/video/7509053203921505542;;"7,51E+18";;;;no-take-out;"7,51E+18";"Halo Para Pejuang IPB University! Ada banyak jalur untuk menjadi mahasiswa #KampusTerbaik! Catat tanggal penting Jalur Mandiri IPB University berikut, biar kamu gak kelewatan. Yuk persiapkan diri kamu sebaik-baiknya untuk jadi bagian dari Jatayu Harsakala! #IPBUniversity #IPBNesian #ayomasukipb  #fyp";https://www.tiktok.com/@ipbuniversity/video/7509053203921505542
"1,81E+16";19/02/2025 15.57.30;social_media;instagram;comment;talk;account;ipbofficial;1818662133;58290430892;linanurhani;linanurhani;"Ka, ijin tanya untuk S2 apakah perkuliahan secara online atau offline ya ka";neutral;https://scontent-cgk2-1.cdninstagram.com/v/t51.2885-19/457640202_383246348160148_5938920825777642944_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-cgk2-1.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2AFrBk1YxECirDfTzESMJfYapgirw5YYN9DeS17PB2ldVnEpeDX4dYK7MSK9MtJSJYs&_nc_ohc=4EID3Ri6wbcQ7kNvgFh6wqS&_nc_gid=7d1e0e78b94346859fc0120d8621d698&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYDbtoooKh7YlZXrHtx_ooc2aGJrm1N-__bK936_sDy-dA&oe=67BCE67F&_nc_sid=0985b0;;https://www.instagram.com/p/DFueh7FxNZo/18059296706055849;;"3,56E+18";;;;no-take-out;"3,56E+18";"POV: A birdâ€™s-eye view of IPB University â˜€ï¸  From the skies, the dream looks even better than ever.   #IPBUniversity #IPBNesian #KampusTerbaik #KampusMerdeka";https://www.instagram.com/p/DFueh7FxNZo/
"1,90E+18";21/03/2025 10.27.05;social_media;twitter;status;talk;account;ipbofficial;114363810;"1,04E+18";IPBbercanda;IPB Bercanda;Kacang Ijo kenapa ketemu kemahasiswaan boy @ipbofficial;neutral;https://pbs.twimg.com/profile_images/1821073678106255360/mWGzsGbj_normal.jpg;;https://twitter.com/IPBbercanda/status/1902924900635119779;"check our https://t.co/RhcOZhcKI6 | Media Partner & Paid Promote, check this out!ðŸ‘‡ðŸ‘‡";;;;;no-take-out;;;
"1,88E+18";15/01/2025 17.22.00;social_media;twitter;status;talk;account;ipbofficial;114363810;98292762;wilsonsitorus;Tuan Wahai;Kagak dijawab min @ipbofficial;negative;https://pbs.twimg.com/profile_images/1858752365836595200/-qTKstaQ_normal.jpg;;https://twitter.com/wilsonsitorus/status/1879474104698560970;Twit pendapat pribadi;;;;;no-take-out;;;
"1,89E+18";16/02/2025 22.45.37;social_media;twitter;status;talk;account;ipbofficial;114363810;"1,13E+18";ayangwendy;el;kak @ipbofficial ayo kak gak berani ap gmna;negative;https://pbs.twimg.com/profile_images/1811356827357249536/CHnwHkbd_normal.jpg;;https://twitter.com/ayangwendy/status/1891151958964162608;â‹…Ëšâ‚Šâ€§ à­¨ idgaf à­§ â€§â‚ŠËš â‹…;;;;;no-take-out;;;
"1,81E+16";10/01/2025 19.20.00;social_media;instagram;comment;talk;account;ipbofficial;1818662133;45398747073;this_is_ikrom16;this_is_ikrom16;Kak ada beasiswa KIP engga?;neutral;https://scontent-cgk1-2.cdninstagram.com/v/t51.2885-19/476627854_1174712530884403_5658940990170868106_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-cgk1-2.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2AE4o2Y7PoD5-SzwCAm5RhJ_Sp43oFNUDWD_yDRmlwRmcO8-3lR5K2DL-wbOPmDGdkQ&_nc_ohc=jDJ_Ns3SXvAQ7kNvgFAf92Y&_nc_gid=76a19b20827b4328ac02b1f0a41cd706&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYBs4UKbdrolecai6XIFVW0Mu3dEEWAa6932cNp5Ro5iGg&oe=67BCB9FC&_nc_sid=0985b0;;;;"3,53E+18";;;;no-take-out;;;
"1,81E+16";25/04/2025 08.34.40;social_media;instagram;comment;talk;account;ipbofficial;1818662133;46142922070;ciccii24;ciccii24;Kak ada link pendaftaran S2 nggak?;neutral;https://scontent-cgk1-1.cdninstagram.com/v/t51.2885-19/443240901_353518953984357_8876862084865950696_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-cgk1-1.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2QFA7qT6Sh0ODyfKjsTWL3V59r1XMJuIcCu5_zM-BBUxqQjfYl_ywmjD8E9OgfxeSek&_nc_ohc=myqz4aQnKQMQ7kNvwFMy7Cp&_nc_gid=vQxZWWTknnZ-Aa0oMDWoWw&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AfIjqwxmkbpmF2QjU1qRja3MW3tyDihToVnOEUrny_u1Hw&oe=681FB89B&_nc_sid=0985b0;;https://instagram.com/p/DHVaDvzywTZ/18059418839119674;;"3,59E+18";;;;no-take-out;"3,59E+18";Live BESTIE Ep 05-2025  Hajatan Pengumuman Jalur Seleksi Nasional Berdasarkan Prestasi (SNBP 2025)  #IPBUniversity #IPBNesian #KampusTerbaik #KampusMerdeka;https://instagram.com/p/DHVaDvzywTZ
"7,46E+18";04/01/2025 02.47.13;social_media;tiktok;comment;talk;account;ipbuniversity;"6,89E+18";"6,87E+18";alinaaa201403;â˜…alinaaâ—;kak aku pernah di datangin sama kampus IPB jujur rasanya senengggg bangettttt kalo ngk salah yang ikutan 8 orang deh;positive ;;;https://www.tiktok.com/@alinaaa201403/video/7449321596881243397;;"7,45E+18";;;;no-take-out;;;
"7,51E+18";29/05/2025 17.40.48;social_media;tiktok;comment;talk;account;ipbuniversity;"6,89E+18";"6,74E+18";umaravivzaimarif;Umar Aviv Zaim Arif;kak alih jenjang d3 ke s1 cara daftarnya gimana;neutral;;;https://www.tiktok.com/@umaravivzaimarif/video/7509053203921505542;;"7,51E+18";;;;no-take-out;"7,51E+18";"Halo Para Pejuang IPB University! Ada banyak jalur untuk menjadi mahasiswa #KampusTerbaik! Catat tanggal penting Jalur Mandiri IPB University berikut, biar kamu gak kelewatan. Yuk persiapkan diri kamu sebaik-baiknya untuk jadi bagian dari Jatayu Harsakala! #IPBUniversity #IPBNesian #ayomasukipb  #fyp";https://www.tiktok.com/@ipbuniversity/video/7509053203921505542
"7,51E+18";29/05/2025 01.18.01;social_media;tiktok;comment;talk;account;ipbuniversity;"6,89E+18";"7,19E+18";wanda_kirhannn;ð™¬ð’‚ð™£ð’…â€™ð’”;Kak apakah sm ipb bisa menggunalam kipk?;neutral;;;https://www.tiktok.com/@wanda_kirhannn/video/7509053203921505542;;"7,51E+18";;;;no-take-out;"7,51E+18";"Halo Para Pejuang IPB University! Ada banyak jalur untuk menjadi mahasiswa #KampusTerbaik! Catat tanggal penting Jalur Mandiri IPB University berikut, biar kamu gak kelewatan. Yuk persiapkan diri kamu sebaik-baiknya untuk jadi bagian dari Jatayu Harsakala! #IPBUniversity #IPBNesian #ayomasukipb  #fyp";https://www.tiktok.com/@ipbuniversity/video/7509053203921505542
"1,79E+16";07/01/2025 11.38.15;social_media;instagram;comment;talk;account;ipbofficial;1818662133;50124476598;_nita006;_nita006;kak di IPB ada jalur beasiswa KIP ga kak?;neutral;https://instagram.fbdo9-1.fna.fbcdn.net/v/t51.2885-19/440926338_949161766995431_1564121380127198135_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=instagram.fbdo9-1.fna.fbcdn.net&_nc_cat=111&_nc_oc=Q6cZ2AE6hBkFvlItrmfXAH9ZPyhgG2wvguoFs_otIhYjMSE_ZCk6cNUfTquEoqsepE2hIqA&_nc_ohc=U8xh6ZWFCEUQ7kNvgFxR1W_&_nc_gid=556fefc386de44c99369b6720a6b2194&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYA1idiBXyFG0zXpVQtWtn2Qy10Ppkl76DZJ7v2uFZaTZA&oe=679E6C60&_nc_sid=0985b0;;https://www.instagram.com/p/DEXBpHTP5l8/17893776435148692;;"3,54E+18";;;;no-take-out;"3,54E+18";"#SpotIPB  Tahun baru, spot baru, semangat baru âœ¨  Ini dia Co-Creation Lounge, spot baru yang cantik dan super nyaman di Perpustakaan IPB University. Co-Creation Lounge hadir sebagai ruang bagi #IPBNesian untuk berkreasi, berbagi ide, dan bereksplorasi!   Kira-kira akan jadi spot favorit #IPBNesian gak nih? Komen di kolom komentar yaaa  #IPBUniversity #IPBNesian #KampusTerbaik #KampusMerdeka #spotipb";https://www.instagram.com/p/DEXBpHTP5l8/
"7,51E+18";28/05/2025 21.54.57;social_media;tiktok;comment;talk;account;ipbuniversity;"6,89E+18";"7,23E+18";elovie_flue;flue ðŸ«§;"kak izin nanya, kalau SM-IPB eligible SNBP testnya mirip kyk utbk kah??";neutral;;;https://www.tiktok.com/@elovie_flue/video/7509053203921505542;;"7,51E+18";;;;no-take-out;"7,51E+18";"Halo Para Pejuang IPB University! Ada banyak jalur untuk menjadi mahasiswa #KampusTerbaik! Catat tanggal penting Jalur Mandiri IPB University berikut, biar kamu gak kelewatan. Yuk persiapkan diri kamu sebaik-baiknya untuk jadi bagian dari Jatayu Harsakala! #IPBUniversity #IPBNesian #ayomasukipb  #fyp";https://www.tiktok.com/@ipbuniversity/video/7509053203921505542
"7,51E+18";01/06/2025 18.18.59;social_media;tiktok;comment;talk;account;ipbuniversity;"6,89E+18";"7,27E+18";fredchikens;firaâ€™ðŸ¦Š;Kak izin tanya (semoga dijawab) SM-IPB Sarjana yang pakai skor UTBK bisa di jurusan ked hewan atau arsi lanskap tidak? Mohon dijawab kakðŸ¥¹ðŸ™;neutral;;;https://www.tiktok.com/@fredchikens/video/7509053203921505542;;"7,51E+18";;;;no-take-out;"7,51E+18";"Halo Para Pejuang IPB University! Ada banyak jalur untuk menjadi mahasiswa #KampusTerbaik! Catat tanggal penting Jalur Mandiri IPB University berikut, biar kamu gak kelewatan. Yuk persiapkan diri kamu sebaik-baiknya untuk jadi bagian dari Jatayu Harsakala! #IPBUniversity #IPBNesian #ayomasukipb  #fyp";https://www.tiktok.com/@ipbuniversity/video/7509053203921505542
"1,80E+16";16/02/2025 11.25.46;social_media;instagram;comment;talk;account;ipbofficial;1818662133;179984933;sidiqalf_;sidiqalf_;"kak izin tanya, apa benar ya ipb membuka fakultas kedokteran?dan jika benar apakah bisa siswa smk farmasi masuk fakultas kedokteran ipb?";neutral;https://scontent-cgk1-2.cdninstagram.com/v/t51.2885-19/472978915_604924468699435_2348427787310496937_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-cgk1-2.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2AFp4rkiBPie38BE3kXY0ZIEpzlB6ukHUlPL043GgagssOCdJ_SSiYXNOovdfKLKYsU&_nc_ohc=V5bZzD2-Kw4Q7kNvgG7bG5D&_nc_gid=1e41414d225b4e0986ea698f345f2a1c&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYDNrL595g0WSb2GwxfClDAGlbVOP39YL6hFiQxTMwdq8A&oe=67BCDB68&_nc_sid=0985b0;;https://instagram.com/p/DFxGjT_yYWo/17999363918744892;;"3,56E+18";;;;no-take-out;"3,56E+18";Live BESTIE Ep 1 - 2025  Kupas Tuntas Jalur Seleksi Nasional Berdasarkan Prestasi (SNBP)   #IPBUniversity #IPBNesian #KampusTerbaik #KampusMerdeka #ayomasukipb;https://instagram.com/p/DFxGjT_yYWo
"1,83E+16";04/05/2025 08.26.47;social_media;instagram;comment;talk;account;ipbofficial;1818662133;754618925;in_tania09;in_tania09;kak jalur SM IPB kapan dibuka ya?;neutral;https://scontent-cgk2-2.cdninstagram.com/v/t51.2885-19/375546821_1487883311752296_1809676066910946686_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-cgk2-2.cdninstagram.com&_nc_cat=100&_nc_oc=Q6cZ2QElr6Kd2TJlH05YKdHDrpa7Hu_bn6WK5gbZppMpYUAcyyaaN9QXG8oKZk8Yf8cZ8mQ&_nc_ohc=w5KTMRt2N9gQ7kNvwFGl4t3&_nc_gid=TTMi4WiLX3Xl25IxHZK7CA&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AfIwvqE1QL09H3n5G1ACRSsg7K_DhKOPrgulPQ7vWBbc_g&oe=681FC426&_nc_sid=0985b0;;https://instagram.com/p/DJLRkYbRmj6/18299440552245817;;"3,62E+18";;;;no-take-out;"3,62E+18";Live BESTIE Ep 07-2025  Bedah Program Studi: - Teknik Kimia - Teknik Mesin  #IPBUniversity #IPBNesian #DiktisaintekBerdampak #KampusTerbaik;https://instagram.com/p/DJLRkYbRmj6
"7,51E+18";29/05/2025 09.42.26;social_media;tiktok;comment;talk;account;ipbuniversity;"6,89E+18";"6,79E+18";40.08;ca;kak kalo daftar sm ipb sarjana yang eligible snbp berarti ga tes lagi ya?;neutral;;;https://www.tiktok.com/@040.08/video/7509053203921505542;;"7,51E+18";;;;no-take-out;"7,51E+18";"Halo Para Pejuang IPB University! Ada banyak jalur untuk menjadi mahasiswa #KampusTerbaik! Catat tanggal penting Jalur Mandiri IPB University berikut, biar kamu gak kelewatan. Yuk persiapkan diri kamu sebaik-baiknya untuk jadi bagian dari Jatayu Harsakala! #IPBUniversity #IPBNesian #ayomasukipb  #fyp";https://www.tiktok.com/@ipbuniversity/video/7509053203921505542
"1,81E+16";13/03/2025 17.14.41;social_media;instagram;comment;talk;account;ipbofficial;1818662133;58147345269;bo9orrr;bo9orrr;"kak kalo daftarnya di medan, apakah harus daftar ke ipb kak?";neutral;https://instagram.fbdo9-1.fna.fbcdn.net/v/t51.2885-19/483229191_665280185939484_5673314158437261637_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=instagram.fbdo9-1.fna.fbcdn.net&_nc_cat=100&_nc_oc=Q6cZ2QHavL0EbWbyw2fo5Wh_AyNdc4IVoL25TZ5Xp7VfnA8HGRIyF27UbS9BWMU3hP5A3TU&_nc_ohc=m7lgTp3cnocQ7kNvgHL9ZOB&_nc_gid=QF6cWaEL3zf1eHA-DKixVA&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYH0i7gYQzYn-i6YytTvvrydacyCsci66luDyYJmzizY2Q&oe=67EB1F3B&_nc_sid=0985b0;;https://instagram.com/p/DGu44prRjL0/18138380323384170;;"3,58E+18";;;;no-take-out;"3,58E+18";"Halo Para Pejuang #KampusTerbaik ðŸ™ŒðŸ»  Pendaftaran Jalur SNBT 2025 akan segera dibuka! Pastikan kamu pilih lokasi ujian di Kampus IPB University yaa. Bogor tuh adem loh. So, saat ujian hati dan pikiran kamu akan terbawa adem.  Persiapkan diri kamu sebaik-baiknya, karena IPB University nungguin kamu ðŸ’«  #IPBUniversity #IPBNesian #KampusTerbaik #KampusMerdeka #utbk2025";https://instagram.com/p/DGu44prRjL0
"7,49E+18";17/04/2025 17.30.07;social_media;tiktok;comment;talk;account;ipbuniversity;"6,89E+18";"7,01E+18";www.manis.com_;milodinosor_;kak kalo hari Sabtu gedungnya tutup ga ya??;neutral;;;https://www.tiktok.com/@www.manis.com_/video/7494217828212542726;;"7,49E+18";;;;no-take-out;"7,49E+18";"Halo Para Pejuang SNBT ðŸ™ŒðŸ» Buat kamu yang memilih IPB University sebagai lokasi UTBK, pastiin lokasi ujian kamu sudah sesuai dengan melakukan survei lokasi! Persiapkan diri kamu sebaik-baiknya untuk UTBK-SNBT 2025! Informasi lebih lanjut, kunjungi laman utbk.ipb.ac.id  #IPBUniversity #IPBNesian #KampusTerbaik #KampusMerdeka #utbksnbt2025 ";https://www.tiktok.com/@ipbuniversity/video/7494217828212542726
"1,84E+16";18/02/2025 23.14.28;social_media;instagram;comment;talk;account;ipbofficial;1818662133;5460021648;susibimo;susibimo;"Kak klu pilihan 1 teknologi pangan IPB, pilihan 2 juga teknologi pangan IPB. Boleh gak spy keterima di IPB ? Soalnya anakku pgn jurusan itu";neutral;https://scontent-cgk1-1.cdninstagram.com/v/t51.2885-19/47114231_924624497732253_1355834520087035904_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-cgk1-1.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2AFp4rkiBPie38BE3kXY0ZIEpzlB6ukHUlPL043GgagssOCdJ_SSiYXNOovdfKLKYsU&_nc_ohc=ueU1enX2lfgQ7kNvgHMz0L9&_nc_gid=1e41414d225b4e0986ea698f345f2a1c&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYAtLicr-zERu29AQbYxDcWGCzcrT0Ko4LvMtCcZkZpm2g&oe=67BCB146&_nc_sid=0985b0;;https://instagram.com/p/DFxGjT_yYWo/18375874246141169;;"3,56E+18";;;;no-take-out;"3,56E+18";Live BESTIE Ep 1 - 2025  Kupas Tuntas Jalur Seleksi Nasional Berdasarkan Prestasi (SNBP)   #IPBUniversity #IPBNesian #KampusTerbaik #KampusMerdeka #ayomasukipb;https://instagram.com/p/DFxGjT_yYWo
"7,51E+18";29/05/2025 08.05.50;social_media;tiktok;comment;talk;account;ipbuniversity;"6,89E+18";"6,92E+18";heykiiir;kirn;"kak maaf mau tanya, kalau sm ipb yg sarjana itu berarti tidak ada yg jalur ujian ya kak?";neutral;;;https://www.tiktok.com/@heykiiir/video/7509053203921505542;;"7,51E+18";;;;no-take-out;"7,51E+18";"Halo Para Pejuang IPB University! Ada banyak jalur untuk menjadi mahasiswa #KampusTerbaik! Catat tanggal penting Jalur Mandiri IPB University berikut, biar kamu gak kelewatan. Yuk persiapkan diri kamu sebaik-baiknya untuk jadi bagian dari Jatayu Harsakala! #IPBUniversity #IPBNesian #ayomasukipb  #fyp";https://www.tiktok.com/@ipbuniversity/video/7509053203921505542
"7,46E+18";20/01/2025 19.26.06;social_media;tiktok;comment;talk;account;ipbuniversity;"6,89E+18";"6,53E+18";sepdeniwati;sepdeniwati piliang;"kak mapel pendukung biologi nilai 8,8 Abil jurusan apa ya kak";neutral;;;https://www.tiktok.com/@sepdeniwati/video/7442249045592083768;;"7,44E+18";;;;no-take-out;;;
"7,47E+18";03/02/2025 09.53.45;social_media;tiktok;comment;talk;account;ipbuniversity;"6,89E+18";"6,94E+18";rakyatjelata1977;rakyat_jelata;"kak mau bertanya, apa kecerdasan buatan bisa pakai kipk ?";neutral;;;https://www.tiktok.com/@rakyatjelata1977/video/7451534899447631110;;"7,45E+18";;;;no-take-out;;;
"1,80E+16";12/03/2025 15.20.59;social_media;instagram;comment;talk;account;ipbofficial;1818662133;54665837607;slsahana05;slsahana05;Kak mau link nya dong buat pendaftaran;neutral;https://scontent-cgk1-1.cdninstagram.com/v/t51.2885-19/464760996_1254146839119862_3605321457742435801_n.png?stp=dst-jpg_e0_s150x150_tt6&cb=8577c754-c2464923&_nc_ht=scontent-cgk1-1.cdninstagram.com&_nc_cat=1&_nc_oc=Q6cZ2AFtZX1xqk7BzfIhng3yd2VfHUSpdEXkq4e4zeD2eczhks1lsEHayZmPn8enBElvD5w&_nc_ohc=JN6ENAhABNsQ7kNvgHdiaWy&_nc_gid=f9641cfcfece4376ab9c81b4ac5f323c&edm=ALlQn9MBAAAA&ccb=7-5&ig_cache_key=YW5vbnltb3VzX3Byb2ZpbGVfcGlj.3-ccb7-5-cb8577c754-c2464923&oh=00_AYEAsSP7Effs-x4l12D5DQPqNyAoFX0u0ng8CnU4ZHLh0g&oe=67D7C9A8&_nc_sid=e7f676;;https://instagram.com/p/DHDWjZZytxi/18025216022415707;;"3,59E+18";;;;no-take-out;"3,59E+18";Live BESTIE Ep 04 - 2025  Kupas Tuntas Jalur Seleksi Nasional Berdasarkan Tes (SNBT)  #IPBUniversity #IPBNesian #KampusTerbaik #KampusMerdeka #utbksnbt2025;https://instagram.com/p/DHDWjZZytxi
"7,48E+18";18/03/2025 19.32.01;social_media;tiktok;comment;talk;account;ipbuniversity;"6,89E+18";"7,33E+18";tri9432;Tri;kak mau tanya anak saya masuk jalur smpe akutansi di ipb. terus kelanjutannya gimana ya kak;neutral;;;https://www.tiktok.com/@tri9432/video/7463042147198012678;;"7,46E+18";;;;no-take-out;"7,46E+18";"Halo para pejuang IPB University! Penasaran ada yang rame-rame,, eh taunya ada info seputar jalur SNBP 2025!  Catat tanggal-tanggal pentingnya, pastikan kamu tidak terlewat yaa ðŸ™ŒðŸ» #IPBUniversity #IPBNesian #SNBP2025 #fyp ";https://www.tiktok.com/@ipbuniversity/video/7463042147198012678
"1,80E+16";18/03/2025 22.16.58;social_media;instagram;comment;talk;account;ipbofficial;1818662133;33841800668;candanicraft;candanicraft;Kak mau tanya bisakah mendaftar di ITB bisa pke jalur Pramuka;neutral;https://instagram.fbdo9-1.fna.fbcdn.net/v/t51.2885-19/412252076_324383793802975_5371130926143098426_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=instagram.fbdo9-1.fna.fbcdn.net&_nc_cat=107&_nc_oc=Q6cZ2QFd_kFNCEy__USMe16bmcSDATwM1CKWrYSR5u4KrOSIcHZyPW20upQJgJPlEHUrvJc&_nc_ohc=TtTxjbYooOsQ7kNvgENU0E9&_nc_gid=hCRu8PrCffJsE3iTv1tqIQ&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYEa0t-wjDNORt_snAu2sq7DsZ3AMlckWnY04RrfOHl9Xw&oe=67EB1D19&_nc_sid=0985b0;;https://instagram.com/p/DHTPSYWv73B/18034122287540192;;"3,59E+18";;;;no-take-out;"3,59E+18";"Halo Para Pejuang SNBT 2025!  Mau ujian UTBK-SNBT kamu dibalut healing tipis-tipis? Pilih lokasi ujian di kampus IPB University aja! Kamu akan mendapatkan fasilitas jalan-jalan gratis ke Museum dan Galeri IPB Future. Seru banget kan?  Yakin masih bingung pilih lokasi? Lokasi ujian yang nyaman, ya di IPB University!  #IPBUniversity #IPBNesian #KampusTerbaik #KampusMerdeka #UTBKIPB";https://instagram.com/p/DHTPSYWv73B
"7,47E+18";23/02/2025 14.02.32;social_media;tiktok;comment;talk;account;ipbuniversity;"6,89E+18";"7,12E+18";taarie_;yourmy;kak mau tanya di ipb ada kelas karyawan ga;neutral;;;https://www.tiktok.com/@taarie_/video/7199615911601523994;;"7,20E+18";;;;no-take-out;;;
"1,80E+16";08/02/2025 06.19.31;social_media;instagram;comment;talk;account;ipbofficial;1818662133;5485468049;wurihandayanidwi;wurihandayanidwi;Kak mau tanya kalau D4 Menejemen Industri jasa makanan dan gizi kampusnya dimana?;neutral;https://scontent-cgk2-1.cdninstagram.com/v/t51.2885-19/272189406_910935586264108_1347463101740828608_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-cgk2-1.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2AFSJQdTVOVE5XdpglTHquJ7J--XN7oa8PuLRUZ4ksHEMlSro3l8F3EBh_yKMiDgrSg&_nc_ohc=mNpijt3xJVIQ7kNvgHyPctG&_nc_gid=2669b237fe864bbf9f5d038bdb33fe61&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYCSRdkZdRfh9a8xqX_OI8NO0zClOoWTwxnQGI_Kmswskg&oe=67BCB532&_nc_sid=0985b0;;https://instagram.com/p/DFKe5QUP7Cc/18006391388528047;;"3,55E+18";;;;no-take-out;"3,55E+18";"Halo para pejuang IPB University!  Penasaran ada yang rame-rame,, eh taunya ada info seputar jalur SNBP 2025!   Catat tanggal-tanggal pentingnya, pastikan kamu tidak terlewat yaa ðŸ™ŒðŸ»  #IPBUniversity #IPBNesian #KampusTerbaik #KampusMerdeka #snbp2025";https://instagram.com/p/DFKe5QUP7Cc
