original_id_x;date_created;resource_type;specific_resource_type;specific_type;post_type;stream_type;object_name;object_content;from_id;from_username;name;content;final_sentiment;from_display_picture;media_link;link;bio;reply_to_original_id;reply_to_user_id;retweet_from_original_id;retweet_from_user_id;identifikasi;original_id_y;content_y;link_y
"1,93E+18";21/05/2025 17.09.53;social_media;twitter;status;talk;keyword;IPB;IPB;"1,14E+18";helmi_stbd;瀬戸博実;Ada yang nyebut karena kelemahan agrikultur Indonesia banyak lulusan IPB yang ga sesuai bidangnya pas kerja disebut "Institut Pegawai Bank".;negative;https://pbs.twimg.com/profile_images/1896900345126952960/wytryvbb_normal.jpg;;https://twitter.com/helmi_stbd/status/1925131928103268819;"Fund, dont command!";;;;;no-take-out;;;
"1,90E+18";19/03/2025 15.39.13;social_media;twitter;status;talk;keyword;IPB;IPB;"1,90E+18";FoundationsofDK;Null;Ada yang punya gc pusat IPB ga?;neutral;https://pbs.twimg.com/profile_images/1908704773156855810/jrggK9CD_normal.jpg;;https://twitter.com/FoundationsofDK/status/1902278674260619629;Everything at its right place;;;;;no-take-out;;;
"1,90E+18";12/03/2025 08.33.15;social_media;twitter;status;talk;keyword;IPB;IPB;"1,48E+18";moanacocoaladin;suka langitt;Ada yang punya grup WA pusat utbk di IPB ga?;neutral;https://pbs.twimg.com/profile_images/1810659503207297025/dVVCwpl0_normal.jpg;;https://twitter.com/moanacocoaladin/status/1899634764300312933;;;;;;no-take-out;;;
"7,50E+18";25/04/2025 14.37.25;social_media;tiktok;comment;talk;account;ipbuniversity;"6,89E+18";"6,72E+18";o.nlynid;_imnotcyanide;ada yang R12 labkom statistika tgl 27 sesi siang ngga?;neutral;;;https://www.tiktok.com/@o.nlynid/video/7496108848877407494;;"7,50E+18";;;;no-take-out;"7,50E+18";"Halo Para Pejuang SNBT! H-Jam menuju Day 1 UTBK-SNBT 2025! Yuk, pastikan kembali berkas-berkas yang perlu dibawa, pakaian yang digunakan, dan yang terpenting lokasi ruangan ujian kamu.  Tonton video ini sampai habis, pastikan kamu jangan sampai salah lokasi yaa! Goodluck ✨ #IPBUniversity #IPBNesian #UTBKIPB #fyp ";https://www.tiktok.com/@ipbuniversity/video/7496108848877407494
"1,89E+18";09/02/2025 12.33.40;social_media;twitter;status;talk;keyword;IPB;IPB;"1,40E+18";alestudiey;ale ²⁵;ada yang sekolah vokasi IPB tapi dapet KIPK gak yaaa :( mau tanya-tanya;neutral;https://pbs.twimg.com/profile_images/1405475918575915008/7sry4G1x_normal.jpg;;https://twitter.com/alestudiey/status/1888461242903445956;"non studytwt dni pls, 3rd year of shs :3 #studyacc tp jarang dibuka hohoho";;;;;no-take-out;;;
"1,85E+18";18/10/2024 11.31.27;social_media;twitter;status;talk;keyword;IPB;IPB;"1,60E+18";Qomar2510;Qomar;"Ada yg bertugas money laundering......yg ini human laundering. Bubarkan saja UI, UGM & IPB kalo nggak independen";negative;https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png;nan;https://twitter.com/Qomar2510/status/1847133368011706801;nan;nan;nan;nan;nan;no-take-out;nan;nan;nan
"7,50E+18";22/04/2025 22.19.38;social_media;tiktok;comment;talk;account;ipbuniversity;"6,89E+18";"6,93E+18";yellow_to_23;☁️🦋;ada yg di R15 labkom FK ga guys?;neutral;;;https://www.tiktok.com/@yellow_to_23/video/7496108848877407494;;"7,50E+18";;;;no-take-out;"7,50E+18";"Halo Para Pejuang SNBT! H-Jam menuju Day 1 UTBK-SNBT 2025! Yuk, pastikan kembali berkas-berkas yang perlu dibawa, pakaian yang digunakan, dan yang terpenting lokasi ruangan ujian kamu.  Tonton video ini sampai habis, pastikan kamu jangan sampai salah lokasi yaa! Goodluck ✨ #IPBUniversity #IPBNesian #UTBKIPB #fyp ";https://www.tiktok.com/@ipbuniversity/video/7496108848877407494
"7,45E+18";31/12/2024 23.50.09;social_media;tiktok;comment;talk;account;ipbuniversity;"6,89E+18";"6,85E+18";souvenireste;maryam 𐙚 ⋆˙;adaian fpsi gak 🥰🥰🥰🥰🫵🏻🫵🏻🫵🏻🫵🏻;neutral;nan;nan;https://www.tiktok.com/@souvenireste/video/7454498508486298885;nan;"7,45E+18";nan;nan;nan;no-take-out;"7,45E+18";POV: Going into 2025 with the same dream Ive had since day one 💫 Siapa yang dari dulu udah punya cita-cita jadi mahasiswa #KampusTerbaik? Siap menjalani tahun 2025 dengan mimpi itu? 😊 #IPBUniversity #IPBNesian #ayomasukipb #fyp;https://www.tiktok.com/@ipbuniversity/video/7454498508486298885
"7,45E+18";10/12/2024 20.54.35;social_media;tiktok;comment;talk;account;ipbuniversity;"6,89E+18";"6,91E+18";stranger_people18;░▒▓▆▅▃▂▁𝐑𝐡𝐲𝐭𝐡𝐦▁▂▃▅▆▓▒░;adain d3 farmasi pls☹️;neutral;nan;nan;https://www.tiktok.com/@stranger_people18/video/7446708287598267653;nan;"7,45E+18";nan;nan;nan;no-take-out;"7,45E+18";"Rintikan hujan yang turun memberikan kamu kesempatan untuk berhenti sejenak, menikmati sejuknya suasana hari ini.  Untuk #IPBNesian, yuk dijaga selalu kesehatan kamu selama musim hujan ini! #IPBUniversity #IPBNesian #hujan #fyp ";https://www.tiktok.com/@ipbuniversity/video/7446708287598267653
"1,79E+16";12/02/2025 15.08.36;social_media;instagram;comment;talk;account;ipbofficial;1818662133;18318251789;zaa_1207;zaa_1207;Adakah jurusan magister ilmu perpustakaan di IPB;neutral;https://scontent-cgk1-2.cdninstagram.com/v/t51.2885-19/337784546_182684791197956_5577936319392263351_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-cgk1-2.cdninstagram.com&_nc_cat=108&_nc_oc=Q6cZ2AFrBk1YxECirDfTzESMJfYapgirw5YYN9DeS17PB2ldVnEpeDX4dYK7MSK9MtJSJYs&_nc_ohc=N4mVk7hYFS4Q7kNvgGMjVXt&_nc_gid=7d1e0e78b94346859fc0120d8621d698&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYB3k0T0Z2GfBCIa4QDnee6RnoxaqSodMijWxqXjD7pSuA&oe=67BCD037&_nc_sid=0985b0;;https://www.instagram.com/p/DFueh7FxNZo/17942898419955576;;"3,56E+18";;;;no-take-out;"3,56E+18";"POV: A bird’s-eye view of IPB University ☀️  From the skies, the dream looks even better than ever.   #IPBUniversity #IPBNesian #KampusTerbaik #KampusMerdeka";https://www.instagram.com/p/DFueh7FxNZo/
"1,90E+18";18/03/2025 15.23.04;social_media;twitter;status;talk;keyword;IPB;IPB;"1,37E+18";zedoeslove;💌;ADEK GUE KETERIMA IPB??? 😭😭😭🫶🏻🥺🥺🥺 #PROUD;neutral;https://pbs.twimg.com/profile_images/1898124322323283968/aSqGd1z7_normal.jpg;;https://twitter.com/zedoeslove/status/1901912221963477174;(20:46);;;;;no-take-out;;;
"1,93E+18";28/05/2025 16.14.35;social_media;twitter;status;talk;keyword;IPB;IPB;"8,19E+17";stupidoritmoo;treize;adek gw keterima IPB hmm akhirnya di keluarga cemara ini ada yg sedikit pintar dan waras;neutral;https://pbs.twimg.com/profile_images/1543403009623101440/kCOyRWQA_normal.jpg;;https://twitter.com/stupidoritmoo/status/1927654727027970557;whos next?;;;;;no-take-out;;;
"7,47E+18";14/02/2025 19.20.45;social_media;tiktok;comment;talk;account;ipbuniversity;"6,89E+18";"7,21E+18";gemoy_capricorn;ダイアン;Adikku di IPB bahkan dapat beasiswa dari Jepang S2 lanjut S3;positive ;;;https://www.tiktok.com/@gemoy_capricorn/video/7449321596881243397;;"7,45E+18";;;;no-take-out;;;
"1,79E+16";14/05/2025 13.12.28;social_media;instagram;comment;talk;account;ipbofficial;1818662133;33713620645;pipillike;pipillike;admin kalau mau ekstensi gimana ya?;neutral;https://scontent-cgk2-2.cdninstagram.com/v/t51.2885-19/496489269_18061677698124646_1119668357139864488_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-cgk2-2.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QGzhjolWbnFm-go4x2NsWVV1A52AAABG__zh0sETfuLfPliBhMF4isLONxPPndjFi4&_nc_ohc=9VxGP5w_r9wQ7kNvwHScesz&_nc_gid=U_rJSSyuywFJdMe3Q2ChzQ&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AfIgslRzxoK-XcXA1A_qtcSaJRiWxG1aDkN37qqdGtsaHA&oe=682C9C22&_nc_sid=0985b0;;https://instagram.com/p/DJbWNzpR4WW/17883826185272445;;"3,63E+18";;;;no-take-out;"3,63E+18";Halo #IPBNesian!  Upgrade diri kamu jadi lebih powerful di Sekolah Pascasarjana IPB University!  Catat tanggal penting pendaftaran Sekolah Pascasarjana dan jadi bagian dari keluarga #KampusTerbaik!   Informasi lebih lanjut kunjungi website admisi.ipb.ac.id dan pasca.ipb.ac.id  #IPBUniversity #IPBNesian #KampusTerbaik #DiktisaintekBerdampak;https://instagram.com/p/DJbWNzpR4WW
"1,79E+16";19/12/2024 20.17.44;social_media;instagram;comment;talk;account;ipbofficial;1818662133;49310118437;stracccii;stracccii;aduh adem bgtt iniiii;positive;https://instagram.fbdo4-1.fna.fbcdn.net/v/t51.2885-19/470679384_1124884616307092_3628467478350994670_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=instagram.fbdo4-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=qV-B2jimowcQ7kNvgG6DcS8&_nc_gid=2bace7a531c945269c9530c8f7c5771e&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYDaTGtUREwp2MhyKj2Wmcys5Jpu0PdekMd3Zd_2OYr9nQ&oe=676A3391&_nc_sid=0985b0;nan;https://instagram.com/p/DDwikIJTXsu/17878660650212701;nan;"3,53E+18";nan;nan;nan;no-take-out;"3,53E+18";"Berakhirnya UAS menandakan datangnya hari yang ditunggu-tunggu oleh #IPBNesian, yaitu Libur Semester!  Kira-kira sesepi apa ya kampus ketika ditinggal para mahasiswa yang sedang menikmati libur semester? Yuk kita lihat, ini dia suasananya!  #IPBUniversity #IPBNesian #KampusTerbaik #KampusMerdeka";https://instagram.com/p/DDwikIJTXsu
"1,90E+18";28/02/2025 22.53.08;social_media;twitter;status;talk;keyword;IPB;IPB;"1,39E+18";babukily;faya🍉;ADUH CAPEE BGTT KATA GUE IPB AYO BERIKAN GUE LIBURR;negative;https://pbs.twimg.com/profile_images/1674794106554552323/lWVEv1eL_normal.jpg;;https://twitter.com/babukily/status/1895502503799857364;60 || one step in one time;;;;;no-take-out;;;
"1,79E+16";23/09/2024 16.52.36;social_media;instagram;comment;talk;account;ipbofficial;1818662133;9262210950;aisyahkamallah;aisyahkamallah;ADUH LUCU LAGI;positive;https://instagram.fbdo10-1.fna.fbcdn.net/v/t51.2885-19/245419494_2642631082699062_319469430869561323_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fbdo10-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=YiDPzUXhrOUQ7kNvgEXHHbS&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYAT9Dr6exgNhkXPw5xhixRs1WcKve5UTregAsBvlkjqKA&oe=66F8128E&_nc_sid=0985b0;nan;https://instagram.com/p/DAQRZ07RGBA/17926629029844201;nan;"3,46E+18";nan;nan;nan;no-take-out;"3,46E+18";#SpotIPB  Ini dia beberapa kantin favorit #IPBNesian yang ada di IPB University. Mana nih kantin jagoan kamu? Komen di kolom komentar yaa!  #IPBUniversity #IPBNesian #KampusTerbaik #KampusMerdeka;https://instagram.com/p/DAQRZ07RGBA
"7,46E+18";11/01/2025 14.19.48;social_media;tiktok;comment;talk;account;ipbuniversity;"6,89E+18";"6,57E+18";lalalala1_5;hehehehe;aduh nambah univ impian lagi🥰;positive ;;;https://www.tiktok.com/@lalalala1_5/video/7449321596881243397;;"7,45E+18";;;;no-take-out;;;
"1,79E+16";22/05/2025 06.49.20;social_media;instagram;comment;talk;account;ipbofficial;1818662133;341788284;ratnadwisa;ratnadwisa;aduhh kuliah lg apa biar bisa pake toganyaaa 🤩😩;positive ;https://scontent-cgk1-2.cdninstagram.com/v/t51.2885-19/404352513_668768522034865_6841840824243543994_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-cgk1-2.cdninstagram.com&_nc_cat=101&_nc_oc=Q6cZ2QHAtTP32l4MlS4bhSqaF9wldNdk05z3Zhn9B1TkHwQGcnU_7P_ws6LJksuCSs2Gtz4&_nc_ohc=V2V39UQWUK8Q7kNvwEYKINN&_nc_gid=izw2Bm6edFTUItEQpnpUtQ&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AfKbuogMp3JW_WP17fRqcdycgxwgZDF0xZyd8ic39s6GVg&oe=68423ADD&_nc_sid=0985b0;;https://www.instagram.com/p/DJ6vE_UPGbg/17868679806283225;;"3,64E+18";;;;no-take-out;"3,64E+18";"Bukan sekadar penampilan baru, tapi toga ini menggambarkan diri dengan versi yang bertumbuh dan tampil lebih percaya diri!  Inilah,  Toga Dhara Sadhaniya IPB University ✨  #IPBUniversity #IPBNesian #KampusTerbaik #DiktisaintekBerdampak";https://www.instagram.com/p/DJ6vE_UPGbg/
"1,93E+18";28/05/2025 20.48.02;social_media;twitter;status;talk;keyword;IPB;IPB;"1,30E+18";kkuramine;🌱;Agak malu untuk mencari teman sesama tekpang IPB 2025;neutral;https://pbs.twimg.com/profile_images/1925236487723130881/c7E4Pv_y_normal.jpg;;https://twitter.com/kkuramine/status/1927723542742802711;joyously;;;;;no-take-out;;;
"1,82E+16";20/09/2024 12.56.39;social_media;instagram;comment;talk;account;ipbofficial;1818662133;50934883716;fiealone06;fiealone06;Agrianita boleh ikutan tidak?🙏☺️;neutral;https://scontent-cgk2-1.cdninstagram.com/v/t51.2885-19/328537048_1178242239719282_7081610787799114972_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-cgk2-1.cdninstagram.com&_nc_cat=102&_nc_oc=Q6cZ2AGTCOo2LG-3RV8XoXFn0rq_JIrQef_bCUpqVwTOG_Ge4N3T0vgLkEXe48MG1pd7N9A&_nc_ohc=9INuDK9jTOIQ7kNvgHsiKyv&_nc_gid=afc52e860e7c4be6a90480ec18a92ed5&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYCNLHXod68BmrRSUAqLDiroZ-shBGSSErg02615lJFs6Q&oe=67BCBF89&_nc_sid=0985b0;nan;https://instagram.com/p/DAA4qiyRj37/18163208746313090;nan;"3,46E+18";nan;nan;nan;no-take-out;"3,46E+18";"Halo #IPBNesian 👋🏻  Miliki target yang tinggi selama berkuliah, seperti panah yang melesat jauh dari busurnya. Yuk, kita simak salah satu UKM IPB University di bidang olahraga, UKM Panahan!   Untuk informasi lebih lanjut, kamu bisa cek Instagram @ukmpanahanipb yaa   Next, mau UKM apa lagi nih #IPBNesian? Komen yaa~  #IPBUniversity #IPBNesian #KampusTerbaik #KampusMerdeka #UKMIPB #archery";https://instagram.com/p/DAA4qiyRj37
"1,85E+18";18/10/2024 16.18.42;social_media;twitter;status;talk;keyword;IPB;IPB;"1,73E+18";tsukkitsch;࣪࣪andinׂׂo ִֶָᡣ𐭩;agricultural or kehutanan ipb bf https://t.co/9NlyQaFbch;neutral;https://pbs.twimg.com/profile_images/1852166173347270656/6LTFL9aO_normal.jpg;nan;https://twitter.com/tsukkitsch/status/1847205655129829812;࣪ ִֶָᯓᡣ𐭩 #세븐틴 #에이티즈 &... — ࣪ ִֶָ☾. 月が綺麗ですね？ |  @dearestaries;nan;nan;nan;nan;no-take-out;nan;nan;nan
"1,82E+18";02/08/2024 23.33.09;social_media;twitter;status;talk;keyword;IPB;IPB;"1,49E+18";faithimm_;heemeow;AGRIMART IPB🔥;neutral;https://pbs.twimg.com/profile_images/1496404346652676099/kvjM2xeB_normal.jpg;nan;https://twitter.com/faithimm_/status/1819411122199663063;no haha hihi just meow meow;nan;nan;nan;nan;no-take-out;nan;nan;nan
"7,40E+18";18/08/2024 19.45.44;social_media;tiktok;comment;talk;account;ipbuniversity;"6,89E+18";"6,92E+18";kyubo0dan;jwoo’s;"ah elahhhh luhk ipb lewat lg, gamon lg😔💔";neutral;nan;nan;https://www.tiktok.com/@kyubo0dan/video/7384379912293027078;nan;"7,38E+18";nan;nan;nan;no-take-out;nan;nan;nan
"7,48E+18";20/03/2025 08.28.51;social_media;tiktok;comment;talk;account;ipbuniversity;"6,89E+18";"6,74E+18";celxixixi;c;ah males aku di tolak;neutral;;;https://www.tiktok.com/@celxixixi/video/7483076891075726598;;"7,48E+18";;;;no-take-out;"7,48E+18";"POV: my dream university has come true ✨ Halo Para Pejuang #KampusTerbaik! Gimana nih hasil pengumuman SNBP hari ini? Buat kamu yang sudah berhasil lolos, selamat yaa! Dan buat kamu yang belum berhasil, jangan berkecil hati, karena masih banyak jalur yang bisa kamu coba untuk menjadi bagian dari IPB University! #IPBUniversity #IPBNesian #SNBP2025 #fyp ";https://www.tiktok.com/@ipbuniversity/video/7483076891075726598
"1,80E+16";25/12/2024 14.51.02;social_media;instagram;comment;talk;account;ipbofficial;1818662133;33393542908;jssy.01;jssy.01;ahaha lucuk aamiin;positive;https://scontent-cgk1-2.cdninstagram.com/v/t51.2885-19/440921889_1487534028845206_2646068443206329805_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-cgk1-2.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2AHy7XhV4xfBqAkzEeKOzf0icl2GOHPvkMDyfd0tOYqJN81uKdkX7snuI4dtLqAiZbc&_nc_ohc=PW7ipKCGCygQ7kNvgHVIELV&_nc_gid=bee1fb4ceb724747872738275712e183&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYBmsQSEwCPv1HcOWFwCpXwNDGPl7_Ki9Vum3yUvxCQoZQ&oe=67BCB95B&_nc_sid=0985b0;nan;https://instagram.com/p/DD6lTRXzujV/18035354993134725;nan;"3,53E+18";nan;nan;nan;no-take-out;"3,53E+18";"""Kamsahamnida"" versi calon mahasiswa IPB University kira-kira begini nih 😝  Gak sabar jadi bagian dari IPB University? Persiapkan diri kamu dari sekarang. Jangan sampe dadakan, apalagi kelewatan yaa 🫵🏻  #IPBUniversity #IPBNesian #KampusTerbaik #KampusMerdeka";https://instagram.com/p/DD6lTRXzujV
"1,80E+16";05/10/2024 17.02.35;social_media;instagram;comment;talk;account;ipbofficial;1818662133;3299257158;irsyad.gnfme;irsyad.gnfme;"Ahhh nostalgia min, angk.51 Alhamdulillah dulu masih bisa merasakan 😂";positive;https://instagram.fbdo10-1.fna.fbcdn.net/v/t51.2885-19/256688225_471359084306729_3628628318048780334_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fbdo10-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=80kixNDjRrQQ7kNvgE9FxXE&_nc_gid=8bc6fca4836446a1835e16cd2f9a364a&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYBd0bVQ3TdJoh5ALzluWrTINz5Adl-ef8SmTQ0DyJlPSA&oe=670777D5&_nc_sid=0985b0;nan;https://www.instagram.com/p/DAvMhoOxO0j/18046741642949811;nan;"3,47E+18";nan;nan;nan;no-take-out;"3,47E+18";"Halo #IPBNesian  Siapa nih yang belum tau Warung Kita?  Warung Kita adalah salah satu kantin favorit di IPB University loh! Lokasinya di dekat Gymnasium (depan Asrama Kepemimpinan Putra).   Warung Kita menawarkan menu makan siang yang lengkap dan bergizi dengan harga terjangkau.   Fun fact-nya, Warung Kita ini ternyata diinisiasi oleh Ikatan Alumni Angkatan 21 (Agathis), Agrianita IPB dan Alumni Angkatan 17 (Armada). Keren kan?  Lebih keren lagi, mahasiswa yang makan di Warung Kita wajib mencuci kembali piring gelas sendoknya setelah makan. Selain melatih disiplin, ini sekaligus membantu Warung Kita agar tetap bisa menyajikan menu sehat lengkap bergizi dengan harga terjangkau karena tidak perlu ada tambahan biaya ekstra tenaga kerja untuk bersih-bersih 👍🏻👌🏻  Kira-kira kantin mana lagi nih yang mau di spill? Komen di kolom komentar yaa!  #IPBUniversity #IPBNesian #KampusTerbaik #KampusMerdeka #Kantin";https://www.instagram.com/p/DAvMhoOxO0j/
"7,46E+18";18/01/2025 18.21.46;social_media;tiktok;comment;talk;account;ipbuniversity;"6,89E+18";"6,76E+18";nerina.ls;Nerina Lulu Saniah;aipibi cantik banget😍;positive ;;;https://www.tiktok.com/@nerina.ls/video/7449321596881243397;;"7,45E+18";;;;no-take-out;;;
"1,85E+18";15/10/2024 17.02.11;social_media;twitter;status;talk;keyword;IPB;IPB;"1,70E+18";onmyprogress;nauraa 🩺🐄(Laprak mode)🫧 ₊˚✧ .⊹;Air terjun ipb part 2;neutral;https://pbs.twimg.com/profile_images/1845826958187544576/M4bCfN80_normal.jpg;nan;https://twitter.com/onmyprogress/status/1846129436955176985;"ENTJ- SKHB ✨🔮(mau ipk 3,8) maaf ya suka ngetwit 😔☝🏻🚶🏻";nan;nan;nan;nan;no-take-out;nan;nan;nan
"1,82E+18";24/07/2024 23.41.37;social_media;twitter;status;talk;keyword;IPB;IPB;"1,59E+18";taikbabu;anjing;AJIG IPB BENERAN MASUK TGL 29????????!!!!!;neutral;https://pbs.twimg.com/profile_images/1756613970604195840/sRU_H35P_normal.jpg;nan;https://twitter.com/taikbabu/status/1816151761926984031;as long as im with u;nan;nan;nan;nan;no-take-out;nan;nan;nan
"1,83E+18";07/09/2024 14.02.30;social_media;twitter;status;talk;keyword;IPB;IPB;"1,74E+18";goestoipb24;matchiatooday⁶¹;ak belum pernah refill air minum di ipb deh🥲;neutral;https://pbs.twimg.com/profile_images/1804730158966083584/8Agy95QH_normal.jpg;nan;https://twitter.com/goestoipb24/status/1832313477807141299;my college daily life(⁠◍⁠•⁠ᴗ⁠•⁠◍⁠)✧⁠*｡彡;nan;nan;nan;nan;no-take-out;nan;nan;nan
"1,83E+18";28/08/2024 13.26.02;social_media;twitter;status;talk;keyword;IPB;IPB;"7,64E+17";esteh4rb;agnisaೀ;akan gw ROASTING IPB SAMPE MATI 🫵🫵🫵;negative;https://pbs.twimg.com/profile_images/1783124919490150400/0KS4PJ7r_normal.jpg;nan;https://twitter.com/esteh4rb/status/1828680423263584358;isinya no context dan banyak banget tmi (to the point where it should be stayed on draft);nan;nan;nan;nan;no-take-out;nan;nan;nan
"1,93E+18";27/05/2025 14.07.23;social_media;twitter;status;talk;keyword;IPB;IPB;"1,52E+18";legislatweet;maga laksana;Akhirnya IPB masuk.. dari dulu keknya jarang ada di top 10;positive ;https://pbs.twimg.com/profile_images/1772166257028313088/zC8n_sOG_normal.jpg;;https://twitter.com/legislatweet/status/1927260325520302087;how to be filsuf?;;;;;no-take-out;;;
"1,84E+18";11/10/2024 08.49.25;social_media;twitter;status;talk;keyword;IPB;IPB;"1,15E+18";amrasyidd;llid;"aku bersyukur masuk IPB yang mana terdapat mata kuliah Matematika dan Berpikir Logis serta Computational Thinking, seengganya bisa paham jika A maka B dan turunannya #1hari1premis";positive;https://pbs.twimg.com/profile_images/1607513225867984896/nm6DkjWZ_normal.jpg;nan;https://twitter.com/amrasyidd/status/1844555873722696057;kata mama anak baik;nan;nan;nan;nan;no-take-out;nan;nan;nan
"1,91E+18";14/04/2025 19.03.24;social_media;twitter;status;talk;keyword;IPB;IPB;"1,27E+18";BadjienganDarat;💖x🖤;Aku bisa masuk IPB;neutral;https://pbs.twimg.com/profile_images/1889696974678687744/Cb8_dRcv_normal.jpg;;https://twitter.com/BadjienganDarat/status/1911752144182755547;Jalani hidup dengan penuh sukacita dan percaya kau ada di hatiku selamanya.;;;;;no-take-out;;;
"1,89E+18";02/02/2025 10.23.18;social_media;twitter;status;talk;keyword;IPB;IPB;"1,42E+18";oshikey;yn;AKU CINTA IPB 😻😻❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥;positive ;https://pbs.twimg.com/profile_images/1885857297018314752/mZg_3W8-_normal.jpg;;https://twitter.com/oshikey/status/1885891718790381986;ㅤ;;;;;no-take-out;;;
"1,88E+18";22/01/2025 06.56.39;social_media;twitter;status;talk;keyword;IPB;IPB;"1,68E+18";5w1haha;aze;"AKU CINTA MENE IPB RAHHHHHHHHH 🗣️🗣️🗣️🔥🔥🔥🔥🔥 BELAH DADA GUA, ISINYA DEPARTEMEN MANAJEMEN IPB RAHHHHHHHH 🗣️🗣️🗣️🔥🔥🔥🔥🔥";positive ;https://pbs.twimg.com/profile_images/1770905473954566144/44l8x4Xn_normal.jpg;;https://twitter.com/5w1haha/status/1881853447861141792;a journey to become less corny;;;;;no-take-out;;;
"1,82E+18";05/08/2024 10.31.59;social_media;twitter;status;talk;keyword;IPB;IPB;"1,35E+18";labieele;labiiiil | fushengg💨;aku dan almet biru ipb💙 https://t.co/rEaKylpsP6;neutral;https://pbs.twimg.com/profile_images/1813076125209534469/czxK0DxC_normal.jpg;nan;https://twitter.com/labieele/status/1820301699619455464;"jamsiman, si aku keur ripuh✋🏻";nan;nan;nan;nan;no-take-out;nan;nan;nan
"1,82E+18";31/07/2024 22.33.37;social_media;twitter;status;talk;keyword;IPB;IPB;"1,47E+18";arcctics;cici;aku dan teman sv ipb yg nangis bentar lg first meet tugas belum kelar https://t.co/4BViWqYAjd;neutral;https://pbs.twimg.com/profile_images/1816446755770437632/W0wh6vFd_normal.jpg;nan;https://twitter.com/arcctics/status/1818671365068861584;nan;nan;nan;nan;nan;no-take-out;nan;nan;nan
"1,93E+18";28/05/2025 23.45.40;social_media;twitter;status;talk;keyword;IPB;IPB;"1,89E+18";ryoossato;sabun.colett;AKU JADI MABA IPB! ARGGHGGHHH;neutral;https://pbs.twimg.com/profile_images/1911799801139634176/W_ZPUHUt_normal.jpg;;https://twitter.com/ryoossato/status/1927768246473691551;rabbisyrahli shadri wayassyirli amri.;;;;;no-take-out;;;
"7,49E+18";05/04/2025 10.35.03;social_media;tiktok;comment;talk;account;ipbuniversity;"6,89E+18";"7,29E+18";moonqvv_8;Scaras wifey 🗣️🌹;aku janji kepada diriku aku bakal masuk situ!!;positive ;;;https://www.tiktok.com/@moonqvv_8/video/7486420218898599174;;"7,49E+18";;;;no-take-out;"7,49E+18";POV: manifesting berhasil dapat almet impian dari IPB tahun ini ✨ #IPBUniversity #IPBNesian #ayomasukipb #fyp ;https://www.tiktok.com/@ipbuniversity/video/7486420218898599174
"1,90E+18";12/03/2025 07.20.25;social_media;twitter;status;talk;keyword;IPB;IPB;"1,59E+18";askyouhaahh;nieehan;AKU JUGA LOLOSS SNBP IPB;neutral;https://pbs.twimg.com/profile_images/1859145173332357120/I-aqRD7D_normal.jpg;;https://twitter.com/askyouhaahh/status/1899616433224769805;mau jadi ikan gemoi aja blublubblub;;;;;no-take-out;;;
"1,93E+18";01/06/2025 05.48.07;social_media;twitter;status;talk;keyword;IPB;IPB;"1,48E+18";ndyxoo;nd༻;aku kebetulan dari MAB IPB cabang sukabumi nihh🤝;neutral;https://pbs.twimg.com/profile_images/1483674053466820608/9Nep3Yqs_normal.jpg;;https://twitter.com/ndyxoo/status/1928946622567760223;MAB IPB’62  –🐧–🐰–🦊–;"1,93E+18";"1,48E+18";;;no-take-out;;;
